class,tweet
True,inb4 you unfunny nigger kill yourself
True,ion care if I'm in the wrong bitch don't blow ur horn&#128226; at me
True,ion care who my niggas date b if the bitch make you happy and you cool with her then do you
True,ion have hoes so really you have no reason to worry about me cheating. if anything ill cheat on you with my left hand lbr
False,ion like papoose but he went in lol
True,"ion sell vics no mo
ion drink lean no mo
bitch ion even smoke tree no mo"
True,ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here &#128586;&#128586;
True,ion trust these bitches and ion trust these niggas!!!
True,is everyone gonna be a complete whiny little baby bitch about this shit now lmao http://t.co/WhAd6vfaGo
False,is it ghetto to grease yo scalp at work
True,is money over bitches
False,is she choking it!! &#128563;&#128563;&#128584;&#128584;&#128553;&#128553;&#8220;@AwwAdorabIe: I want a pet monkey &#128553;&#128525; http://t.co/w7Yr5xKLSC&#8221;
True,is the bitch in the new transformers hot?
True,it is my God given right to have white bitches
True,"it means that im following orders and being subordinate. sue me, ya dyke"
True,"it might rain today, hmmm.. I don't want to look like a pussy carrying an umbrella around but I also don't want to risk my perm getting wet."
True,it's 2014 bitches need to be ready for the D fellaz! Don't play they games! Let that high school tease shit last a day. #swag
True,it's Friday bitches &#128556;
False,it's a brand new day and the birds they chirpin
True,it's amazing what hood bitches wear I they body and in they head
False,it's awesome when people you've known for years talk trash about you behind your back and then ask you for favors later. truly awesome.
True,"it's been ten mins, bitch I gave you a 2 min assignment lmfaooooo"
True,it's everything to cut that bitch off
True,it's gotten to the point where I literally don't care and I'm gonna start punching bitches if they don't move in the hallway
False,it's so weird outside. it's like yellow.
True,its been 5 years and this bitch still thinks im over how she did me over. I dont think so. *decline*
False,"its either a gun, a sandwich, or both. details looking really fuzzy right now and i don't trust any police department in MO"
True,"ive went through 50 fags in 5 days, not very happy #sad"
True,jackie peyton you are a fucking bitch. omg I love you though. damn thats the best shit you pulled
False,jacob u look like a monkey in dis http://t.co/rkaqn0GRQe
True,jacobs just like stfu bitch
False,janet Jackson's nip slip #iconic
True,jesus christ youre a fucking retard if you believe in Mercurian retrograde affecting your life
False,"jig levitating RT @mashable: Samsung made fun of #Bendgate. Now the Galaxy Note 4 fails, too. http://t.co/aJFlpcj7yR http://t.co/aSVspIQXmH"
False,jig levitating for lousiville
False,jm sorry to hear this RT @FreeYBB: I'm going to chipotle for the first time. It better not be trash.
True,"jooooooked out RT @topmodelciara: &#8220;@11wdNICK: 4 old hoes, a ponk, and a dyke outchea having ""girl talk""&#8221;LMAO"
True,just a casual ghetto family twerk session http://t.co/jRmePckCqs
False,just found out @IUBloomington has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big10 20-2 tonight!
True,just got done biking with my dyke
True,just like girls can't be a hoe.... guys can't hit a girl back... it's a double standard that will forever exist....
True,"just like i made you hoes come for me , i can make yall go away &#128080;&#9996;&#65039;"
True,just made TMobile my bitch
False,just noticed some trash on my notification page i had to clean up
False,"just saw the words ""tinker tailor soldier spy"" and muttered ""no"" aloud @jennyyhernandez @chellyhernandez"
True,kicking this bitch to the curb bruh.
True,killers don't pillow talk.. wit dey bitches
False,kit kats trash
True,know you don't like me cussss yo bitch most likely doesss
True,kush god bitch
True,"kyle im hungry, quit talking and let's go hoe"
True,label me a hoe
False,"last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his really big ears, idk."
True,last words to a bitch nigga 'why you lie'
True,late upload bitches
True,"laughing on the inside thinking ""that's what yo bitch ass get, fuck boy""."
True,leaving no hope for these hoes.
True,let the hoe ass falcons get steven wackson and our 1st rd pick
True,life is ya professor better know that bitch is gone test ya
True,life to great to be mad all day... bitch I'm bless move ur negativity dat way&#128073;
True,"like ""look at this annoying little 17/18 year old asking for a ride haha fuck her poser bitch ass"""
True,like a bitch pic is flirting nowadays
True,like a bitch wit no ass u ain't shit
True,like a slow death &#8220;@iSell_Pussy4EBT How does it feel to have a shit load of nudes to fap to but not one bitch to fuck?&#8221;
True,"like if you are going to be a sensitive lil bitch, do not talk to me."
False,like. animal crackers are legit the best snack
True,lil bitch
True,lil bitch thats down to make your bond aint got to tell her &#128175;&#128076;
False,lil spook and yung lean and robb all night
True,lil stupid ass bitch
True,"little stupid ass bitch, I ain't fuckin wit chuuu"
False,lmao I s2g having roots with yellow/white hair makes it look so dirty I'm &#128567; http://t.co/SqbYdUiZr8
True,lmao I'm weakkk &#8220;@TakeIt_CERIOUS: &#8220;@AnayaL8ter: My pussy popz Severely https://t.co/1VtqX9ioxK&#8221; LMFAOOOOOOOO&#8221;
True,lmao RT @SirRocObama: Lmaooo RT @ToeKnee2GX: &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; RT @PeachDulce: I'm not a hoe I'm a people person
True,lmao RT @SirRocObama: Tu Madre RT @WaymoTheGod: nacho doritos trash
True,"lmao RT @TheBSharp: ""I'm 25 years old, I'm tryna have some fun!"" = ""I'm a hoe"""
True,lmao RT @latry: Nigga ran a Ponzi scheme on them hoes. http://t.co/s7aOY8AdsI
True,lmao little does this bitch know...&#9786;&#65039;&#128564;
True,lmao slow new day for madonna fans huh? collaborating with Siri? haha that sounds retarded. so she may oray not use a sound sample.
False,"lmaoooo RT @ComedyTruth: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst."
False,"lmaoooo RT @PhillyTheBoss: Everything on BET is trash. RT @MrCOOK_: B-Rad RT @fkinLIVE: White Mike was on BET, he can't be trash"
True,lmaoooo RT @ToeKnee2GX: Lol OK pal RT @AceHudsonJr: what bitch gone tell me no? TUH! http://t.co/toEa3cZjDF
True,lmaooooo RT @SirAsshole: when you sit in a ghetto girls seat at lunch https://t.co/HaSLMb1Dzj
True,lmaooooo relax RT @__J_R: 59-0 on Ya mark bitch ass. Roll Tide! Fuck the state of Texas
True,lmaoooooo RT @WestsideAllure: Dude said bitches from NY fuck to Redman's greatest hits &#128557;&#128557;&#128557;
True,lmaoooooo eat that goal faggot @gezus__
True,lmfao what? RT @cindielu: If your back is dry when you get out the shower you're a hoe!
True,"lmfaooo &#8220;@officialSmith_ Whenever you take selfies at work, it's always one hatin ass bitch in the comments talmbout ""you ain't workin""&#8221;"
True,lmfaooo I can't yo . this bitch has officially crossed the line &#128557; http://t.co/CIXgIlKkSw
True,lmfaoooo RT @HarleyyyQuinn_: Wiz is a perfect example of how fame can get you bitches. He looks like your typical tweaker homeless woman.
True,lock that bitch too&#8230; keep the heat out RT @Ms_Marrie: SHUT THE FRONT DOOR!
True,"lol @ all the hoes I've been through, only to realize that I don't fuckin need any of them."
False,lol @ that tweet zebra.
True,"lol RT @BEAUTYWins: You're a stupid ass bitch ""@luvgoodspliff: remember michael brown? this is him now. feel old yet? http://t.co/og3ay5X7lg"
True,lol RT @_mykall: when you @ bae game &amp; an unknown hoe screaming his name loud asfck &#128530;&#128514; http://t.co/MrTqx99g5l
True,lol bitches aint shit...
True,"lol i liked that album RT @az5950: That ""Double Up"" Album was so trash son...smh"
True,lol if you hate me i really dont give a shit because i've either done nothing to you bc you're just a bitch
True,lol ok cunt
True,lol stupid ass bitch I don't fuck w/ you
False,lol they replaced the big yellow chicken with Homer
True,lol unfaithful hoes
True,loner.. stoner.. tell yo bitch to bite da boner
True,"look at that bitch right there, right there #hannnnnn"
True,"look at this bitch feet, how is she high fashion cuh http://t.co/tKlXUuxo"
True,"look at this bitch, walking too close to my future husband http://t.co/HRVjzUxLYW"
True,looking like a hillbilly and not matching is what I do best goodnight losers http://t.co/caGHBLKAXQ
True,looks like my highlight of the night will be getting Lewis and having a quick fag outside work #shite
True,lost a couple online matches in nhl14. bitch hit me with her car. dad ate my pizza. just one of those days
True,love females but hate bitches
False,loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.
True,"lrt I just did
im saddened bc she been tweeting like a hoe"
True,lrt turnup lil bitch
True,"maddie, karissa, Ireland, cierra and I have gotten so close I'd kill a bitch for them tbh"
True,make ur bitch want some more &#127908;&#127911;
True,making sweet love to my hand cause i cant buy a hoe tonight
True,making the shittiest pigs in a blanket but they're gonna be good. i'm not tryna impress Gordon Ramsey's bitch ass i'm trying to make poop.
False,mall with my fellow ginzos to do some christmas shopping @Vinnyliarda @Dimi_Artale @Billythathird #fuckdimmy #vinnysnotmadon #billgetsbuns
True,man I gotta hang out with snoop lion aka nemo hoes
True,man kills mother of 2 after she reveals she's hiv positive after having sex...that bitch deserved it
False,march is about to get mad! #marchmadness #collegehoops #indiana #iubb #hoosiers
True,maryjane_militant_que you got that bomb azz pussy lol http://t.co/t9dsTikwcH
False,"mashed potatoes , string beans , yellow rice , and chicken &#128523;"
True,maybe bitches will stop talking about this dude omari one day
True,me and peter have always been slaying these hoes http://t.co/jqmil7rJaT
True,me loving a hoe is ah No No
True,"me: *complains about suburban white girls*
suburban white girl: you're a bitch
me: ok u literally just proved my point"
True,mickeyblowsyourmind: who wants to be a skype group with a bunch of offensive new york city queer folk Me!... http://t.co/BPgdvs8qD2
True,might have to play the b2k tonight for my black hoes you know i still care about yal
False,"might walk to Dunkin donuts, i want a Oreo coffee coolatta."
False,mimi trash lol
True,mmm you still a hoe
True,"money before bitches, bc bitches follow money."
False,money hoes and clothes
True,"money, weed n bitches... hanging wit snitches shit it wasn't my intention"
